0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,label
0.0,0.0,0.0,0.07226064801216125,-0.06062126159667969,-0.023508401968484804,0.1163928210735321,-0.1593697965145111,-0.03142023683429329,0.10121235251426697,-0.24396514892578125,-0.04032617286682694,0.06934061646461487,-0.30253052711486816,-0.04792412222266762,0.03502658009529114,-0.22695115208625793,-0.013273794584875986,0.015124320983886719,-0.28774112462997437,-0.05382944495320885,0.03243371844291687,-0.2356092929840088,-0.07968722135663597,0.04857310652732849,-0.1826913058757782,-0.08998614401460259,-0.023738235235214233,-0.2077828049659729,-0.01696495936155884,-0.03534623980522156,-0.2643202543258667,-0.06147249639869301,-0.0024833381175994873,-0.19095245003700256,-0.07810038179994194,0.017033159732818604,-0.13357830047607422,-0.07954471410155861,-0.07502290606498718,-0.1776578426361084,-0.02563681864083378,-0.08504140377044678,-0.23200452327728271,-0.07287173570037453,-0.045999675989151,-0.16078722476959229,-0.06977351606727211,-0.023877471685409546,-0.10720151662826538,-0.05531025157213776,-0.12644276022911072,-0.13856381177902222,-0.03545624242067902,-0.13051733374595642,-0.18788248300552368,-0.07020187229753105,-0.0952155590057373,-0.14031732082366943,-0.0647674635136184,-0.07203808426856995,-0.09808051586151123,-0.05156973228693573,A
0.0,0.0,0.0,0.09267222881317139,-0.022596240043640137,-0.013420983378217954,0.15194839239120483,-0.10871586203575134,-0.01518621591143443,0.16185450553894043,-0.18782548606395721,-0.020096400913224954,0.14572715759277344,-0.24097147583961487,-0.023738091972099085,0.11627835035324097,-0.18021829426288605,-0.004488458551840324,0.11104404926300049,-0.24628329277038574,-0.03889083878360822,0.1103786826133728,-0.1892402470111847,-0.06026468442045285,0.11327695846557617,-0.13671138882637024,-0.07002416269146039,0.05809378623962402,-0.17929218709468842,-0.0135383411984904,0.05937790870666504,-0.2443886697292328,-0.05299155802689626,0.06751972436904907,-0.17062518000602722,-0.06799864785038068,0.06748396158218384,-0.11557632684707642,-0.07045290635191037,0.0016606450080871582,-0.1672857105731964,-0.02672906794808938,0.008931636810302734,-0.22958014905452728,-0.07062494770847394,0.01977592706680298,-0.15274426341056824,-0.06752295063100888,0.021049857139587402,-0.09877908229827881,-0.05508014575801923,-0.05652773380279541,-0.147627055644989,-0.04065731556378438,-0.045884549617767334,-0.18965883553028107,-0.07667231575809552,-0.031178295612335205,-0.13790881633758545,-0.07468745873533322,-0.024994850158691406,-0.09519064426422119,-0.06504339740835263,A
0.0,0.0,0.0,0.1136634349822998,-0.06268739700317383,-0.020163564685738322,0.18003195524215698,-0.17501667141914368,-0.02869742431119704,0.196122944355011,-0.27390068769454956,-0.040975018147385356,0.18763476610183716,-0.34933584928512573,-0.05049801871553683,0.13375496864318848,-0.2320147156715393,-0.0061941786892774076,0.1387435793876648,-0.32140135765075684,-0.05833611891046786,0.13513469696044922,-0.2599329948425293,-0.0913296255506637,0.1322784423828125,-0.19646292924880981,-0.10509534806386256,0.06478512287139893,-0.22372710704803467,-0.017719489265239474,0.0711560845375061,-0.3073215186595917,-0.07187629372254634,0.07631641626358032,-0.21985825896263123,-0.09132609397546076,0.07515883445739746,-0.14834237098693848,-0.0945635202564361,-0.004429996013641357,-0.20655512809753418,-0.036199114028370616,0.005985081195831299,-0.2697069048881531,-0.09349249184504771,0.016779303550720215,-0.18134918808937073,-0.08853495747224116,0.017036616802215576,-0.11683401465415955,-0.07097965360060954,-0.07790029048919678,-0.18618449568748474,-0.056074294004595515,-0.05851590633392334,-0.239883154630661,-0.09567824632302546,-0.0453028678894043,-0.17842605710029602,-0.08777877569571757,-0.04295843839645386,-0.127538800239563,-0.07269687086716914,A
0.0,0.0,0.0,0.08595031499862671,-0.03225523233413696,-0.01757833550426824,0.15773499011993408,-0.10747027397155762,-0.025789946343039105,0.16986757516860962,-0.18593043088912964,-0.036314656983350346,0.15886354446411133,-0.24482297897338867,-0.045865064512227605,0.12562036514282227,-0.1860511302947998,-0.014642579506372044,0.13602930307388306,-0.23820626735687256,-0.0518150311217056,0.12650799751281738,-0.18072551488876343,-0.07524717415425641,0.11562734842300415,-0.12786591053009033,-0.08484951968047483,0.06641209125518799,-0.19061201810836792,-0.021723389650915692,0.0832374095916748,-0.23487728834152222,-0.05799308235499723,0.07902735471725464,-0.16313135623931885,-0.07042097116563184,0.0665128231048584,-0.10932344198226929,-0.0726730805144058,0.007284879684448242,-0.18595951795578003,-0.03321106175634725,0.02729928493499756,-0.23093754053115845,-0.07126076335761411,0.028412699699401855,-0.15772753953933716,-0.06482016856524808,0.017814218997955322,-0.10384553670883179,-0.051947241674398015,-0.055327028036117554,-0.1753389835357666,-0.045879593144391606,-0.0279463529586792,-0.2161846160888672,-0.07292587871405942,-0.022873759269714355,-0.1643303632736206,-0.06368034894320829,-0.029087722301483154,-0.12263959646224976,-0.05052501152012212,A
0.0,0.0,0.0,0.10516983270645142,-0.0332607626914978,-0.014145777207204446,0.17158174514770508,-0.11845964193344116,-0.017290564831682786,0.1856730580329895,-0.20478516817092896,-0.02373727096278344,0.17145466804504395,-0.26376694440841675,-0.02764020359177266,0.13352912664413452,-0.18811577558517456,0.0036595669851067214,0.13580822944641113,-0.2586769461631775,-0.033080747928806886,0.12947076559066772,-0.19875705242156982,-0.0566448817219225,0.1267046332359314,-0.14784634113311768,-0.06748587137121831,0.07448238134384155,-0.18815791606903076,-0.005687391031869993,0.08434784412384033,-0.25623804330825806,-0.049228156563231096,0.0846596360206604,-0.17641681432724,-0.06687944626469289,0.07770437002182007,-0.1203070878982544,-0.0700670505132166,0.017406582832336426,-0.18068641424179077,-0.019911669772454843,0.0301019549369812,-0.241596519947052,-0.06657555943388616,0.03479409217834473,-0.1606004238128662,-0.06406822299618398,0.03153163194656372,-0.10576385259628296,-0.05067782348055516,-0.04308962821960449,-0.1681898832321167,-0.03502580395002042,-0.027456462383270264,-0.20945286750793457,-0.07009700929779683,-0.017025291919708252,-0.15262025594711304,-0.06681278592009221,-0.014211952686309814,-0.10860222578048706,-0.056029821392485246,A
0.0,0.0,0.0,0.07768350839614868,-0.03548073768615723,-0.024776756071162254,0.14012354612350464,-0.1193203330039978,-0.03187825089008811,0.1559741497039795,-0.20265579223632812,-0.0390414327910662,0.14409220218658447,-0.26814377307891846,-0.0443110421827555,0.09346199035644531,-0.19655197858810425,-0.01116958377571109,0.09227961301803589,-0.256624698638916,-0.05249753152639869,0.08444041013717651,-0.20127224922180176,-0.07645698940069678,0.08133822679519653,-0.14627569913864136,-0.08411871200115684,0.0348355770111084,-0.1902349591255188,-0.01313536079288724,0.03577113151550293,-0.2428065538406372,-0.0595194541445494,0.034621238708496094,-0.16692233085632324,-0.07427361165792945,0.037968337535858154,-0.10662317276000977,-0.07203419064791206,-0.019214928150177002,-0.1725550889968872,-0.020732327603411704,-0.016595423221588135,-0.21533846855163574,-0.07172240620167258,-0.012871265411376953,-0.13860374689102173,-0.06732694362909797,-0.00796431303024292,-0.08374404907226562,-0.04954740335853103,-0.07281744480133057,-0.14789599180221558,-0.02923066286058429,-0.0688091516494751,-0.18087130784988403,-0.06714697485477927,-0.06100475788116455,-0.12453043460845947,-0.06145700743110183,-0.051696181297302246,-0.08244103193283081,-0.04611555045158866,A
0.0,0.0,0.0,0.10124897956848145,-0.060431838035583496,-0.027110771707356207,0.16810202598571777,-0.16251462697982788,-0.03849536875551962,0.17167609930038452,-0.2648542523384094,-0.05205773884719633,0.15065062046051025,-0.33934247493743896,-0.06317563677495741,0.1064043641090393,-0.23301079869270325,-0.011460550560713045,0.09302955865859985,-0.3015698790550232,-0.06527987445062422,0.08655375242233276,-0.23647582530975342,-0.1006258311337831,0.09012502431869507,-0.17315524816513062,-0.11613290334409498,0.033525288105010986,-0.22301256656646729,-0.01808454046314978,0.026757478713989258,-0.2808525562286377,-0.07837557370132231,0.03539067506790161,-0.19298362731933594,-0.099701340741575,0.04432034492492676,-0.12338578701019287,-0.10284182751840376,-0.029023408889770508,-0.20443224906921387,-0.03181703711217665,-0.03470814228057861,-0.25439780950546265,-0.09279892916148924,-0.021336078643798828,-0.16702371835708618,-0.08743612790769362,-0.011661767959594727,-0.10282272100448608,-0.06888902509874129,-0.09016287326812744,-0.17990326881408691,-0.04772122526830458,-0.09135222434997559,-0.22088727355003357,-0.08942445690101408,-0.07612407207489014,-0.15706360340118408,-0.08232306266492628,-0.06300735473632812,-0.10637843608856201,-0.0670324968761804,A
0.0,0.0,0.0,0.0933159589767456,-0.07294708490371704,-0.021447987842009297,0.1436437964439392,-0.17487019300460815,-0.03027344456558012,0.1435505747795105,-0.2707568407058716,-0.04250345899407648,0.14169394969940186,-0.3441784977912903,-0.05091689674799227,0.08088427782058716,-0.24908119440078735,-0.0051654559435405645,0.07311463356018066,-0.3196013569831848,-0.05224537997190737,0.08245307207107544,-0.252272367477417,-0.08156884236876749,0.09058243036270142,-0.19278442859649658,-0.09334624333922648,0.017018795013427734,-0.23610082268714905,-0.012562900396630994,0.019155144691467285,-0.2974023222923279,-0.06583672537152552,0.04028826951980591,-0.20826572179794312,-0.08531903250758432,0.04924529790878296,-0.14580529928207397,-0.08797780199591898,-0.04212510585784912,-0.21375355124473572,-0.025945195543215505,-0.03638738393783569,-0.27545270323753357,-0.07866465075557016,-0.010886013507843018,-0.18961966037750244,-0.07124020679538035,-0.0024942755699157715,-0.1294763684272766,-0.05246486662571215,-0.1041942834854126,-0.18367105722427368,-0.04098633452002787,-0.09243744611740112,-0.23503443598747253,-0.07734895272795939,-0.06341153383255005,-0.1780110001564026,-0.06840930654351496,-0.04981273412704468,-0.13338208198547363,-0.051746332632944814,A
0.0,0.0,0.0,0.12011522054672241,-0.07584941387176514,-0.027609556634821786,0.18220186233520508,-0.20192629098892212,-0.04094166094521512,0.17804205417633057,-0.3121402859687805,-0.05776659930209149,0.1529422402381897,-0.3932052254676819,-0.07162353554824819,0.12212812900543213,-0.26913177967071533,-0.01360298385927905,0.09989416599273682,-0.3632563352584839,-0.07493180194953908,0.10375875234603882,-0.29318153858184814,-0.11332509825090398,0.1109192967414856,-0.22440201044082642,-0.12977818558076848,0.04853743314743042,-0.25348424911499023,-0.02459101537326802,0.04130297899246216,-0.3283725380897522,-0.09364038119176854,0.057827770709991455,-0.2280145287513733,-0.12165218005041112,0.06146073341369629,-0.15264660120010376,-0.12772954413751592,-0.02125030755996704,-0.22861212491989136,-0.043014129345216645,-0.02714329957962036,-0.298206627368927,-0.11125834444622029,-0.0004246234893798828,-0.19824981689453125,-0.1107572109446906,0.010762035846710205,-0.12480461597442627,-0.09356787214139928,-0.09381157159805298,-0.19670230150222778,-0.06341116288761128,-0.0919538140296936,-0.2507663369178772,-0.11061085919002522,-0.06431704759597778,-0.18677055835723877,-0.10746430019000996,-0.048208773136138916,-0.13144785165786743,-0.09379980126480092,A
0.0,0.0,0.0,0.15156543254852295,-0.06807816028594971,-0.033010834807782885,0.2518385648727417,-0.21342015266418457,-0.04440358465376448,0.2700263261795044,-0.35491158068180084,-0.06034502571287703,0.2620925307273865,-0.46047061681747437,-0.07197733780208182,0.17029041051864624,-0.3410400450229645,-0.008649638833730933,0.191106379032135,-0.45041120052337646,-0.08246239831510138,0.1869320273399353,-0.3583284914493561,-0.12564436158004355,0.18115031719207764,-0.2642703056335449,-0.14097270926299643,0.07466435432434082,-0.3349936902523041,-0.020596994066863772,0.10554313659667969,-0.43569445610046387,-0.10864653995099616,0.11049014329910278,-0.3049861341714859,-0.13945475777450156,0.10678380727767944,-0.19947567582130432,-0.13900428077045035,-0.014363259077072144,-0.3123568296432495,-0.04195634832444739,0.026310384273529053,-0.3952936679124832,-0.1346418168193395,0.03269225358963013,-0.25770968198776245,-0.12769201954665732,0.027672410011291504,-0.15808695554733276,-0.09621215423408103,-0.10359716415405273,-0.27578896284103394,-0.06511077096524787,-0.05736267566680908,-0.33698514103889465,-0.1336974855310018,-0.042320311069488525,-0.23903292417526245,-0.12578510304751944,-0.03974074125289917,-0.16318950057029724,-0.10073526760402274,A
